,Run,LibraryName,LibraryStrategy,LibrarySelection,SampleName,Sample_title,Sample_cell_line,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_cell_description,Sample_platform_id,Sample_instrument_model
418,SRR16195173,GSM5609607,OTHER,other,GSM5609607,HCT116 scONEseq 087,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 183,GPL18573,Illumina NextSeq 500
419,SRR16195172,GSM5609608,OTHER,other,GSM5609608,HCT116 scONEseq 088,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 184,GPL18573,Illumina NextSeq 500
420,SRR16195171,GSM5609609,OTHER,other,GSM5609609,HCT116 scONEseq 089,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 185,GPL18573,Illumina NextSeq 500
421,SRR16195170,GSM5609610,OTHER,other,GSM5609610,HCT116 scONEseq 090,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 186,GPL18573,Illumina NextSeq 500
422,SRR16195169,GSM5609611,OTHER,other,GSM5609611,HCT116 scONEseq 091,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 187,GPL18573,Illumina NextSeq 500
423,SRR16195168,GSM5609612,OTHER,other,GSM5609612,HCT116 scONEseq 092,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 188,GPL18573,Illumina NextSeq 500
424,SRR16195167,GSM5609613,OTHER,other,GSM5609613,HCT116 scONEseq 093,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 189,GPL18573,Illumina NextSeq 500
425,SRR16195166,GSM5609614,OTHER,other,GSM5609614,HCT116 scONEseq 094,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 190,GPL18573,Illumina NextSeq 500
426,SRR16195165,GSM5609615,OTHER,other,GSM5609615,HCT116 scONEseq 095,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 191,GPL18573,Illumina NextSeq 500
427,SRR16195164,GSM5609616,OTHER,other,GSM5609616,HCT116 scONEseq 096,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 192,GPL18573,Illumina NextSeq 500
428,SRR16195163,GSM5609617,OTHER,other,GSM5609617,HCT116 scONEseq 097,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 193,GPL18573,Illumina NextSeq 500
429,SRR16195162,GSM5609618,OTHER,other,GSM5609618,HCT116 scONEseq 098,HCT116 cell line,other,transcriptomic,OTHER,HCT116 single cell 194,GPL18573,Illumina NextSeq 500
430,SRR16195161,GSM5609619,OTHER,other,GSM5609619,HUVEC+H9 scONEseq 001,HUVEC+H9 cell line co-culture,other,transcriptomic,OTHER,Normal single cell 001,GPL18573,Illumina NextSeq 500
431,SRR22047574,GSM6682928,OTHER,other,GSM6682928,"HCT116, live whole cell, cell 002",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 002",GPL28038,DNBSEQ-G400
432,SRR22047575,GSM6682926,OTHER,other,GSM6682926,"HCT116, live whole cell, cell 001",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 001",GPL28038,DNBSEQ-G400
433,SRR22047573,GSM6682929,OTHER,other,GSM6682929,"HCT116, live whole cell, cell 003",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 003",GPL28038,DNBSEQ-G400
434,SRR22047572,GSM6682930,OTHER,other,GSM6682930,"HCT116, live whole cell, cell 004",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 004",GPL28038,DNBSEQ-G400
435,SRR22047571,GSM6682965,OTHER,other,GSM6682965,"HCT116, live whole cell, cell 037",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 037",GPL28038,DNBSEQ-G400
436,SRR22047570,GSM6682966,OTHER,other,GSM6682966,"HCT116, live whole cell, cell 038",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 038",GPL28038,DNBSEQ-G400
437,SRR22047569,GSM6682967,OTHER,other,GSM6682967,"HCT116, live whole cell, cell 039",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 039",GPL28038,DNBSEQ-G400
438,SRR22047568,GSM6682968,OTHER,other,GSM6682968,"HCT116, live whole cell, cell 040",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 040",GPL28038,DNBSEQ-G400
439,SRR22047567,GSM6682969,OTHER,other,GSM6682969,"HCT116, live whole cell, cell 041",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 041",GPL28038,DNBSEQ-G400
440,SRR22047566,GSM6682970,OTHER,other,GSM6682970,"HCT116, live whole cell, cell 042",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 042",GPL28038,DNBSEQ-G400
441,SRR22047565,GSM6682971,OTHER,other,GSM6682971,"HCT116, live whole cell, cell 043",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 043",GPL28038,DNBSEQ-G400
442,SRR22047564,GSM6682972,OTHER,other,GSM6682972,"HCT116, live whole cell, cell 044",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 044",GPL28038,DNBSEQ-G400
443,SRR22047563,GSM6682973,OTHER,other,GSM6682973,"HCT116, live whole cell, cell 045",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 045",GPL28038,DNBSEQ-G400
444,SRR22047562,GSM6682975,OTHER,other,GSM6682975,"HCT116, live whole cell, cell 046",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 046",GPL28038,DNBSEQ-G400
445,SRR22047561,GSM6682976,OTHER,other,GSM6682976,"HCT116, live whole cell, cell 047",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 047",GPL28038,DNBSEQ-G400
446,SRR22047560,GSM6682977,OTHER,other,GSM6682977,"HCT116, live whole cell, cell 048",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 048",GPL28038,DNBSEQ-G400
447,SRR22047559,GSM6682978,OTHER,other,GSM6682978,"HCT116, live whole cell, cell 049",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 049",GPL28038,DNBSEQ-G400
448,SRR22047558,GSM6682979,OTHER,other,GSM6682979,"HCT116, live whole cell, cell 050",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 050",GPL28038,DNBSEQ-G400
449,SRR22047557,GSM6682980,OTHER,other,GSM6682980,"HCT116, live whole cell, cell 051",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 051",GPL28038,DNBSEQ-G400
450,SRR22047556,GSM6682981,OTHER,other,GSM6682981,"HCT116, live whole cell, cell 052",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 052",GPL28038,DNBSEQ-G400
451,SRR22047555,GSM6682982,OTHER,other,GSM6682982,"HCT116, live whole cell, cell 053",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 053",GPL28038,DNBSEQ-G400
452,SRR22047554,GSM6682983,OTHER,other,GSM6682983,"HCT116, live whole cell, cell 054",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 054",GPL28038,DNBSEQ-G400
453,SRR22047553,GSM6682984,OTHER,other,GSM6682984,"HCT116, live whole cell, cell 055",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 055",GPL28038,DNBSEQ-G400
454,SRR22047552,GSM6682985,OTHER,other,GSM6682985,"HCT116, live whole cell, cell 056",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 056",GPL28038,DNBSEQ-G400
455,SRR22047551,GSM6682986,OTHER,other,GSM6682986,"HCT116, live whole cell, cell 057",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 057",GPL28038,DNBSEQ-G400
456,SRR22047550,GSM6682987,OTHER,other,GSM6682987,"HCT116, live whole cell, cell 058",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 058",GPL28038,DNBSEQ-G400
457,SRR22047549,GSM6682988,OTHER,other,GSM6682988,"HCT116, live whole cell, cell 059",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 059",GPL28038,DNBSEQ-G400
458,SRR22047548,GSM6682989,OTHER,other,GSM6682989,"HCT116, live whole cell, cell 060",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 060",GPL28038,DNBSEQ-G400
459,SRR22047547,GSM6682990,OTHER,other,GSM6682990,"HCT116, live whole cell, cell 061",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 061",GPL28038,DNBSEQ-G400
460,SRR22047546,GSM6682991,OTHER,other,GSM6682991,"HCT116, live whole cell, cell 062",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 062",GPL28038,DNBSEQ-G400
461,SRR22047545,GSM6682993,OTHER,other,GSM6682993,"HCT116, live whole cell, cell 063",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 063",GPL28038,DNBSEQ-G400
462,SRR22047544,GSM6682994,OTHER,other,GSM6682994,"HCT116, live whole cell, cell 064",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 064",GPL28038,DNBSEQ-G400
463,SRR22047543,GSM6682995,OTHER,other,GSM6682995,"HCT116, live whole cell, cell 065",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 065",GPL28038,DNBSEQ-G400
464,SRR22047542,GSM6682996,OTHER,other,GSM6682996,"HCT116, live whole cell, cell 066",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 066",GPL28038,DNBSEQ-G400
465,SRR22047541,GSM6682997,OTHER,other,GSM6682997,"HCT116, live whole cell, cell 067",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 067",GPL28038,DNBSEQ-G400
466,SRR22047540,GSM6682998,OTHER,other,GSM6682998,"HCT116, live whole cell, cell 068",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 068",GPL28038,DNBSEQ-G400
467,SRR22047539,GSM6683068,OTHER,other,GSM6683068,"HCT116, extracted nuclei, cell 041",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 041",GPL28038,DNBSEQ-G400
468,SRR22047538,GSM6683069,OTHER,other,GSM6683069,"HCT116, extracted nuclei, cell 042",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 042",GPL28038,DNBSEQ-G400
469,SRR22047537,GSM6683070,OTHER,other,GSM6683070,"HCT116, extracted nuclei, cell 043",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 043",GPL28038,DNBSEQ-G400
470,SRR22047535,GSM6683072,OTHER,other,GSM6683072,"HCT116, extracted nuclei, cell 045",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 045",GPL28038,DNBSEQ-G400
471,SRR22047536,GSM6683071,OTHER,other,GSM6683071,"HCT116, extracted nuclei, cell 044",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 044",GPL28038,DNBSEQ-G400
472,SRR22047533,GSM6683074,OTHER,other,GSM6683074,"HCT116, extracted nuclei, cell 047",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 047",GPL28038,DNBSEQ-G400
473,SRR22047534,GSM6683073,OTHER,other,GSM6683073,"HCT116, extracted nuclei, cell 046",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 046",GPL28038,DNBSEQ-G400
474,SRR22047532,GSM6683075,OTHER,other,GSM6683075,"HCT116, extracted nuclei, cell 048",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 048",GPL28038,DNBSEQ-G400
475,SRR22047531,GSM6683076,OTHER,other,GSM6683076,"HCT116, extracted nuclei, cell 049",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 049",GPL28038,DNBSEQ-G400
476,SRR22047530,GSM6683077,OTHER,other,GSM6683077,"HCT116, extracted nuclei, cell 050",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 050",GPL28038,DNBSEQ-G400
477,SRR22047529,GSM6683078,OTHER,other,GSM6683078,"HCT116, extracted nuclei, cell 051",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 051",GPL28038,DNBSEQ-G400
478,SRR22047528,GSM6683079,OTHER,other,GSM6683079,"HCT116, extracted nuclei, cell 052",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 052",GPL28038,DNBSEQ-G400
479,SRR22047527,GSM6683080,OTHER,other,GSM6683080,"HCT116, extracted nuclei, cell 053",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 053",GPL28038,DNBSEQ-G400
480,SRR22047526,GSM6683081,OTHER,other,GSM6683081,"HCT116, extracted nuclei, cell 054",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 054",GPL28038,DNBSEQ-G400
481,SRR22047525,GSM6683082,OTHER,other,GSM6683082,"HCT116, extracted nuclei, cell 055",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 055",GPL28038,DNBSEQ-G400
482,SRR22047524,GSM6683083,OTHER,other,GSM6683083,"HCT116, extracted nuclei, cell 056",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 056",GPL28038,DNBSEQ-G400
483,SRR22047523,GSM6683085,OTHER,other,GSM6683085,"HCT116, extracted nuclei, cell 057",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 057",GPL28038,DNBSEQ-G400
484,SRR22047522,GSM6683086,OTHER,other,GSM6683086,"HCT116, extracted nuclei, cell 058",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 058",GPL28038,DNBSEQ-G400
485,SRR22047521,GSM6683087,OTHER,other,GSM6683087,"HCT116, extracted nuclei, cell 059",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 059",GPL28038,DNBSEQ-G400
486,SRR22047520,GSM6683088,OTHER,other,GSM6683088,"HCT116, extracted nuclei, cell 060",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 060",GPL28038,DNBSEQ-G400
487,SRR22047519,GSM6683089,OTHER,other,GSM6683089,"HCT116, extracted nuclei, cell 061",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 061",GPL28038,DNBSEQ-G400
488,SRR22047518,GSM6683090,OTHER,other,GSM6683090,"HCT116, extracted nuclei, cell 062",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 062",GPL28038,DNBSEQ-G400
489,SRR22047517,GSM6683091,OTHER,other,GSM6683091,"HCT116, extracted nuclei, cell 063",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 063",GPL28038,DNBSEQ-G400
490,SRR22047516,GSM6683092,OTHER,other,GSM6683092,"HCT116, extracted nuclei, cell 064",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 064",GPL28038,DNBSEQ-G400
491,SRR22047515,GSM6683093,OTHER,other,GSM6683093,"HCT116, extracted nuclei, cell 065",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 065",GPL28038,DNBSEQ-G400
492,SRR22047514,GSM6683094,OTHER,other,GSM6683094,"HCT116, extracted nuclei, cell 066",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 066",GPL28038,DNBSEQ-G400
493,SRR22047513,GSM6683095,OTHER,other,GSM6683095,"HCT116, extracted nuclei, cell 067",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 067",GPL28038,DNBSEQ-G400
494,SRR22047512,GSM6683096,OTHER,other,GSM6683096,"HCT116, extracted nuclei, cell 068",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 068",GPL28038,DNBSEQ-G400
495,SRR22047511,GSM6683097,OTHER,other,GSM6683097,"HCT116, extracted nuclei, cell 069",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 069",GPL28038,DNBSEQ-G400
496,SRR22047510,GSM6683098,OTHER,other,GSM6683098,"HCT116, extracted nuclei, cell 070",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 070",GPL28038,DNBSEQ-G400
497,SRR22047509,GSM6683099,OTHER,other,GSM6683099,"HCT116, extracted nuclei, cell 071",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 071",GPL28038,DNBSEQ-G400
498,SRR22047508,GSM6683100,OTHER,other,GSM6683100,"HCT116, extracted nuclei, cell 072",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 072",GPL28038,DNBSEQ-G400
499,SRR22047507,GSM6682931,OTHER,other,GSM6682931,"HCT116, live whole cell, cell 005",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 005",GPL28038,DNBSEQ-G400
500,SRR22047506,GSM6682932,OTHER,other,GSM6682932,"HCT116, live whole cell, cell 006",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 006",GPL28038,DNBSEQ-G400
501,SRR22047505,GSM6682933,OTHER,other,GSM6682933,"HCT116, live whole cell, cell 007",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 007",GPL28038,DNBSEQ-G400
502,SRR22047504,GSM6682934,OTHER,other,GSM6682934,"HCT116, live whole cell, cell 008",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 008",GPL28038,DNBSEQ-G400
503,SRR22047503,GSM6682935,OTHER,other,GSM6682935,"HCT116, live whole cell, cell 009",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 009",GPL28038,DNBSEQ-G400
504,SRR22047502,GSM6682936,OTHER,other,GSM6682936,"HCT116, live whole cell, cell 010",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 010",GPL28038,DNBSEQ-G400
505,SRR22047501,GSM6682937,OTHER,other,GSM6682937,"HCT116, live whole cell, cell 011",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 011",GPL28038,DNBSEQ-G400
506,SRR22047500,GSM6682938,OTHER,other,GSM6682938,"HCT116, live whole cell, cell 012",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 012",GPL28038,DNBSEQ-G400
507,SRR22047499,GSM6682939,OTHER,other,GSM6682939,"HCT116, live whole cell, cell 013",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 013",GPL28038,DNBSEQ-G400
508,SRR22047498,GSM6682940,OTHER,other,GSM6682940,"HCT116, live whole cell, cell 014",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 014",GPL28038,DNBSEQ-G400
509,SRR22047497,GSM6682942,OTHER,other,GSM6682942,"HCT116, live whole cell, cell 015",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 015",GPL28038,DNBSEQ-G400
510,SRR22047496,GSM6682943,OTHER,other,GSM6682943,"HCT116, live whole cell, cell 016",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 016",GPL28038,DNBSEQ-G400
511,SRR22047495,GSM6682944,OTHER,other,GSM6682944,"HCT116, live whole cell, cell 017",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 017",GPL28038,DNBSEQ-G400
512,SRR22047494,GSM6682945,OTHER,other,GSM6682945,"HCT116, live whole cell, cell 018",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 018",GPL28038,DNBSEQ-G400
513,SRR22047493,GSM6682946,OTHER,other,GSM6682946,"HCT116, live whole cell, cell 019",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 019",GPL28038,DNBSEQ-G400
514,SRR22047492,GSM6682947,OTHER,other,GSM6682947,"HCT116, live whole cell, cell 020",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 020",GPL28038,DNBSEQ-G400
515,SRR22047491,GSM6682948,OTHER,other,GSM6682948,"HCT116, live whole cell, cell 021",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 021",GPL28038,DNBSEQ-G400
516,SRR22047490,GSM6682949,OTHER,other,GSM6682949,"HCT116, live whole cell, cell 022",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 022",GPL28038,DNBSEQ-G400
517,SRR22047489,GSM6682950,OTHER,other,GSM6682950,"HCT116, live whole cell, cell 023",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 023",GPL28038,DNBSEQ-G400
518,SRR22047488,GSM6682951,OTHER,other,GSM6682951,"HCT116, live whole cell, cell 024",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 024",GPL28038,DNBSEQ-G400
519,SRR22047487,GSM6682952,OTHER,other,GSM6682952,"HCT116, live whole cell, cell 025",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 025",GPL28038,DNBSEQ-G400
520,SRR22047486,GSM6682953,OTHER,other,GSM6682953,"HCT116, live whole cell, cell 026",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 026",GPL28038,DNBSEQ-G400
521,SRR22047485,GSM6682954,OTHER,other,GSM6682954,"HCT116, live whole cell, cell 027",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 027",GPL28038,DNBSEQ-G400
522,SRR22047484,GSM6682956,OTHER,other,GSM6682956,"HCT116, live whole cell, cell 028",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 028",GPL28038,DNBSEQ-G400
523,SRR22047483,GSM6682957,OTHER,other,GSM6682957,"HCT116, live whole cell, cell 029",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 029",GPL28038,DNBSEQ-G400
524,SRR22047482,GSM6682958,OTHER,other,GSM6682958,"HCT116, live whole cell, cell 030",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 030",GPL28038,DNBSEQ-G400
525,SRR22047480,GSM6682960,OTHER,other,GSM6682960,"HCT116, live whole cell, cell 032",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 032",GPL28038,DNBSEQ-G400
526,SRR22047481,GSM6682959,OTHER,other,GSM6682959,"HCT116, live whole cell, cell 031",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 031",GPL28038,DNBSEQ-G400
527,SRR22047478,GSM6682962,OTHER,other,GSM6682962,"HCT116, live whole cell, cell 034",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 034",GPL28038,DNBSEQ-G400
528,SRR22047479,GSM6682961,OTHER,other,GSM6682961,"HCT116, live whole cell, cell 033",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 033",GPL28038,DNBSEQ-G400
529,SRR22047477,GSM6682963,OTHER,other,GSM6682963,"HCT116, live whole cell, cell 035",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 035",GPL28038,DNBSEQ-G400
530,SRR22047475,GSM6682999,OTHER,other,GSM6682999,"HCT116, live whole cell, cell 069",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 069",GPL28038,DNBSEQ-G400
531,SRR22047476,GSM6682964,OTHER,other,GSM6682964,"HCT116, live whole cell, cell 036",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 036",GPL28038,DNBSEQ-G400
532,SRR22047474,GSM6683000,OTHER,other,GSM6683000,"HCT116, live whole cell, cell 070",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 070",GPL28038,DNBSEQ-G400
533,SRR22047473,GSM6683001,OTHER,other,GSM6683001,"HCT116, live whole cell, cell 071",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 071",GPL28038,DNBSEQ-G400
534,SRR22047472,GSM6683002,OTHER,other,GSM6683002,"HCT116, live whole cell, cell 072",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 072",GPL28038,DNBSEQ-G400
535,SRR22047471,GSM6683003,OTHER,other,GSM6683003,"HCT116, live whole cell, cell 073",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 073",GPL28038,DNBSEQ-G400
536,SRR22047470,GSM6683004,OTHER,other,GSM6683004,"HCT116, live whole cell, cell 074",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 074",GPL28038,DNBSEQ-G400
537,SRR22047469,GSM6683005,OTHER,other,GSM6683005,"HCT116, live whole cell, cell 075",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 075",GPL28038,DNBSEQ-G400
538,SRR22047468,GSM6683006,OTHER,other,GSM6683006,"HCT116, live whole cell, cell 076",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 076",GPL28038,DNBSEQ-G400
539,SRR22047467,GSM6683007,OTHER,other,GSM6683007,"HCT116, live whole cell, cell 077",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 077",GPL28038,DNBSEQ-G400
540,SRR22047466,GSM6683008,OTHER,other,GSM6683008,"HCT116, live whole cell, cell 078",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 078",GPL28038,DNBSEQ-G400
541,SRR22047465,GSM6683010,OTHER,other,GSM6683010,"HCT116, live whole cell, cell 079",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 079",GPL28038,DNBSEQ-G400
542,SRR22047464,GSM6683011,OTHER,other,GSM6683011,"HCT116, live whole cell, cell 080",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 080",GPL28038,DNBSEQ-G400
543,SRR22047463,GSM6683012,OTHER,other,GSM6683012,"HCT116, live whole cell, cell 081",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 081",GPL28038,DNBSEQ-G400
544,SRR22047462,GSM6683013,OTHER,other,GSM6683013,"HCT116, live whole cell, cell 082",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 082",GPL28038,DNBSEQ-G400
545,SRR22047461,GSM6683014,OTHER,other,GSM6683014,"HCT116, live whole cell, cell 083",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 083",GPL28038,DNBSEQ-G400
546,SRR22047460,GSM6683015,OTHER,other,GSM6683015,"HCT116, live whole cell, cell 084",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 084",GPL28038,DNBSEQ-G400
547,SRR22047459,GSM6683016,OTHER,other,GSM6683016,"HCT116, live whole cell, cell 085",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 085",GPL28038,DNBSEQ-G400
548,SRR22047458,GSM6683017,OTHER,other,GSM6683017,"HCT116, live whole cell, cell 086",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 086",GPL28038,DNBSEQ-G400
549,SRR22047457,GSM6683018,OTHER,other,GSM6683018,"HCT116, live whole cell, cell 087",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 087",GPL28038,DNBSEQ-G400
